source_center,destination_center,trip_count,median_factor,mean_factor,p75_factor,p90_factor,sla_breach_rate,median_actual_time,median_osrm_time,median_distance,route_types
IND000000AAL,IND411033AAA,18,2.25,3.0696338072574534,2.83030303030303,5.588235294117648,1.0,31.0,15.0,14.4863,['Carting']
IND000000AAQ,IND700028AAB,2,4.9393939393939394,5.416666666666667,6.113636363636363,7.518181818181819,1.0,33.0,7.0,6.924899999999999,['Carting']
IND000000AAS,IND783370AAC,9,1.833333333333333,2.58045318610536,2.3,5.255357142857144,1.0,35.0,14.5,20.94415,['FTL']
IND000000AAZ,IND444203AAA,1,3.208333333333333,4.059095860566448,4.574754901960785,5.394607843137256,1.0,101.0,24.0,32.8635,['FTL']
IND000000AAZ,IND444303AAA,1,2.266183574879227,2.266183574879227,2.377536231884058,2.4443478260869567,1.0,79.5,34.0,46.85345,['FTL']
IND000000ABA,IND683565AAA,7,1.3937728937728937,1.8941042510121457,2.4078947368421053,3.375,0.5,22.0,20.0,17.56595,['Carting']
IND000000ABD,IND562132AAA,12,1.4285714285714286,1.5840831675646816,1.7649769585253456,2.1700000000000004,0.7638888888888888,44.5,29.0,29.4662,['FTL']
IND000000ABG,IND501359AAF,11,2.1666666666666665,4.832986270486271,11.153846153846152,11.6,0.9459459459459459,19.0,11.0,11.3145,['Carting']
IND000000ACA,IND140406AAA,2,1.7421052631578946,2.1973684210526314,2.7,3.25,1.0,24.0,15.0,22.3552,['FTL']
IND000000ACA,IND142001AAB,9,1.5147058823529411,1.5977845450790094,1.6354166666666667,2.03125,0.9166666666666666,24.0,16.0,22.750799999999998,['FTL']
IND000000ACA,IND142401AAA,12,2.333333333333333,2.9186329499748616,3.8676470588235294,6.0666666666666655,0.9166666666666666,24.0,15.0,21.73595,['FTL']
IND000000ACA,IND143001AAA,1,1.625,1.69140989729225,1.6861111111111111,1.880392156862745,1.0,31.0,17.0,25.1575,['FTL']
IND000000ACA,IND144001AAB,17,1.6153846153846154,1.7701984227890255,1.7941176470588234,2.2222222222222223,0.9803921568627451,28.0,17.0,24.9747,['FTL']
IND000000ACA,IND144514AAA,12,1.2487179487179487,1.8824946005230385,2.210526315789474,3.287246963562753,0.5416666666666666,38.5,34.5,30.464000000000002,['FTL']
IND000000ACA,IND147301AAA,3,2.0555555555555554,2.2471046898291482,2.4248366013071894,3.185758513931889,1.0,25.5,17.0,22.672250000000002,['FTL']
IND000000ACA,IND152026AAA,1,1.411764705882353,1.5602757769774576,1.6147058823529412,2.0200000000000005,0.8571428571428571,24.0,17.0,22.7161,['FTL']
IND000000ACA,IND160002AAC,71,1.8666666666666667,2.116895983017366,2.317708333333333,2.8600000000000003,0.96875,29.5,15.0,22.3302,"['FTL', 'Carting']"
IND000000ACB,IND000000AEL,23,1.5454545454545454,2.2236943355771177,2.4,3.6857142857142855,0.8394160583941606,17.0,10.0,10.943700000000002,['Carting']
IND000000ACB,IND110024AAA,6,1.7571428571428571,2.163602102685565,2.3893939393939396,2.8990384615384617,0.9166666666666666,21.5,12.0,12.1812,['Carting']
IND000000ACB,IND110030AAD,28,1.5555555555555556,1.9021809135294345,2.2,3.2352941176470584,0.7218045112781954,12.0,9.0,10.3872,['Carting']
IND000000ACB,IND110037AAK,39,1.5,2.0431001804464786,2.553571428571429,3.5,0.759493670886076,15.0,9.0,10.30405,['Carting']
IND000000ACB,IND110043AAA,17,1.7777777777777777,2.150333725147158,2.267857142857143,3.6,0.8208955223880597,16.0,9.0,10.2208,['Carting']
IND000000ACB,IND110043AAC,9,1.5555555555555556,2.1409487435700023,1.9,3.8000000000000007,0.9777777777777777,18.0,13.0,13.7966,['Carting']
IND000000ACB,IND110052AAA,2,1.5,1.892203548085901,1.5416666666666667,3.3000000000000025,0.7857142857142857,13.0,9.0,9.8728,['Carting']
IND000000ACB,IND110064AAA,48,1.375,1.8999971215922606,2.0,3.0,0.6783216783216783,13.0,10.0,10.5617,['Carting']
IND000000ACB,IND110085AAB,24,1.4545454545454546,1.8956694135651537,1.8705357142857142,2.4400000000000004,0.7345679012345679,14.0,10.0,10.73025,['Carting']
IND000000ACB,IND110092AAC,5,1.3333333333333333,2.031663459764964,2.1309523809523814,2.56,0.5714285714285714,13.0,11.0,11.3937,['Carting']
IND000000ACB,IND110095AAB,36,1.375,1.9516858923576503,2.352678571428571,3.396103896103896,0.556390977443609,13.0,11.0,10.9235,['Carting']
IND000000ACB,IND121002AAB,57,1.68,2.383829815838088,2.408333333333333,3.9000000000000057,0.835820895522388,19.0,11.0,11.4966,['Carting']
IND000000ACB,IND121004AAB,31,1.625,2.2618870873827,2.272727272727273,3.1666666666666665,0.8729281767955801,18.0,11.0,11.2069,['Carting']
IND000000ACB,IND122001AAA,57,1.3636363636363635,2.0964222269031065,2.1818181818181817,4.0,0.6451612903225806,14.0,9.0,10.443700000000002,['Carting']
IND000000ACB,IND122015AAC,2,2.0,3.1893939393939394,3.0,6.5249999999999995,0.875,19.0,9.0,10.053799999999999,['Carting']
IND000000ACB,IND124103AAA,13,1.6842105263157894,1.864935465072385,2.105263157894737,2.5585714285714287,0.9629629629629629,44.0,24.0,24.9181,['FTL']
IND000000ACB,IND124112AAA,7,1.5769230769230769,2.4418978232253643,1.9021505376344086,3.766666666666667,0.8857142857142857,36.0,25.0,24.4,['FTL']
IND000000ACB,IND125001AAA,15,1.64,1.9930615995918324,2.333333333333333,3.147186147186148,0.9523809523809523,36.0,25.0,23.8772,['FTL']
IND000000ACB,IND125005AAA,4,1.5750000000000002,1.8222185583635164,2.054563492063492,2.75,0.9642857142857143,33.5,25.0,23.93455,['FTL']
IND000000ACB,IND125033AAA,2,1.6944444444444444,2.0715083315219434,2.604665071770335,3.1841818181818184,0.6666666666666666,39.0,21.5,24.77195,['FTL']
IND000000ACB,IND127021AAA,2,1.9283088235294117,3.1159256100559345,2.1104166666666666,6.559999999999998,0.9,35.0,26.5,25.605150000000002,['FTL']
IND000000ACB,IND131028AAB,92,0.945906432748538,1.564815426102127,2.0635416666666666,3.006666666666668,0.4135135135135135,19.0,21.0,15.12855,['Carting']
IND000000ACB,IND160002AAC,58,1.8235294117647056,2.1650368568194702,2.25,3.0,0.961890243902439,35.0,18.0,25.1417,['FTL']
IND000000ACB,IND201001AAC,4,1.5,1.37061475912905,1.6666666666666667,1.7979797979797978,0.8333333333333334,11.0,9.0,15.4378,['Carting']
IND000000ACB,IND201007AAA,9,1.2727272727272727,1.5770014723301073,1.7817460317460316,2.1619047619047618,0.5079365079365079,14.0,13.0,11.701,['Carting']
IND000000ACB,IND201301AAF,9,1.2666666666666666,1.8363864779649262,1.847402597402597,2.9461538461538455,0.5645161290322581,16.0,11.0,11.66075,['Carting']
IND000000ACB,IND201301AAM,39,1.6817279046673286,1.9119324294448243,2.1666666666666665,2.921153846153846,0.8223684210526315,20.0,11.0,11.17555,['Carting']
IND000000ACB,IND209304AAA,15,1.8666666666666667,2.153045804564371,2.5625,3.464347826086958,0.8736059479553904,35.0,18.0,25.549,['FTL']
IND000000ACB,IND282002AAD,9,1.6485294117647058,1.9503725710967228,2.243137254901961,2.9365325077399382,0.9305555555555556,30.0,18.0,24.45705,['FTL']
IND000000ACB,IND301001AAB,6,0.7087121212121212,1.156838542032541,1.1507575757575756,1.898333333333333,0.25,34.5,43.5,26.5473,['FTL']
IND000000ACB,IND301705AAA,1,4.0,3.705882352941176,4.5588235294117645,4.894117647058823,1.0,87.0,17.0,22.5439,['FTL']
IND000000ACB,IND302014AAA,30,1.588235294117647,1.727502598688819,1.9205882352941175,2.502,0.8740740740740741,32.0,19.0,25.0048,['FTL']
IND000000ACB,IND302022AAD,20,1.5294117647058822,1.6489833692121423,1.7142857142857142,2.0384313725490197,0.8212290502793296,32.0,21.0,25.0813,['FTL']
IND000000ACB,IND328001AAA,5,1.5,1.7462044366894278,2.0572755417956654,2.5100000000000002,0.76,33.5,23.5,25.11545,['FTL']
IND000000ACB,IND382430AAB,17,1.6,1.8925014785321055,1.92,2.764705882352941,0.9064748201438849,35.0,18.0,25.643900000000002,['FTL']
IND000000ACB,IND390022AAA,11,1.5625,1.725492619260154,1.8823529411764703,2.588235294117647,0.8415584415584415,30.0,20.0,26.4288,['FTL']
IND000000ACB,IND411033AAA,22,1.5,1.6295963982502233,1.875,2.44375,0.7347122302158273,29.5,19.0,25.6348,['FTL']
IND000000ACB,IND421302AAG,33,1.6470588235294117,1.8163625826509986,2.0,2.5477011494252886,0.886687306501548,32.0,20.0,27.104,['FTL']
IND000000ACB,IND462022AAA,18,1.4516129032258065,1.5728623770128254,1.7973684210526315,2.2974074074074076,0.7205240174672489,37.0,27.0,27.916150000000002,['FTL']
IND000000ACB,IND474003AAA,2,1.5,2.076268568119091,2.1333333333333333,3.751322751322753,0.6923076923076923,42.0,28.0,32.3621,['FTL']
IND000000ACB,IND501359AAE,29,1.588235294117647,1.9364002623364576,2.2,3.089328063241107,0.8226299694189603,32.0,19.0,26.7828,['FTL']
IND000000ACB,IND521225AAB,11,1.5,1.7986338751409312,1.9501096491228074,2.8421052631578947,0.7926470588235294,34.5,22.0,27.786749999999998,['FTL']
IND000000ACB,IND562132AAA,66,1.5,1.7628758872768109,1.9191666666666667,2.7777777777777777,0.8066398390342052,32.0,20.0,27.043950000000002,['FTL']
IND000000ACB,IND600056AAB,14,1.619047619047619,1.836324766109962,1.9565217391304348,2.768325791855204,0.843040473840079,32.0,19.0,26.6957,['FTL']
IND000000ACB,IND712311AAA,48,1.6470588235294117,1.9758991474074041,2.0526315789473686,2.954166666666668,0.9027581329561527,29.0,17.0,24.42175,['FTL']
IND000000ACB,IND751002AAB,15,1.5,1.7638401469521228,2.0526315789473686,2.8342105263157893,0.8011764705882353,35.0,21.0,28.601,['FTL']
IND000000ACB,IND821115AAB,18,1.75,1.8538458353874703,2.125,2.6950000000000003,0.8781954887218045,32.0,18.0,24.8682,['FTL']
IND000000ACB,IND834002AAB,16,1.5477272727272728,1.7540599882167451,1.95,2.544230769230769,0.8415977961432507,30.0,19.0,26.6839,['FTL']
IND000000ACB,IND842001AAA,19,1.631578947368421,1.8742409660560462,2.100862068965517,2.8947368421052637,0.9055555555555556,30.0,18.0,25.76575,['FTL']
IND000000ACK,IND501359AAF,32,2.3166666666666664,2.925590373497404,3.2642857142857142,4.8,0.9787234042553191,22.0,9.0,11.34255,['Carting']
IND000000ACN,IND501359AAF,16,2.071428571428571,2.8634087062855444,2.9166666666666665,4.222222222222222,0.96875,19.5,9.0,11.38635,['Carting']
IND000000ACT,IND000000ACB,100,1.375,1.7644105303316866,1.75,2.4846153846153856,0.6983606557377049,17.0,12.0,12.8138,"['Carting', 'FTL']"
IND000000ACT,IND131028AAB,39,1.5358974358974358,1.8476470067734934,2.1122994652406417,2.8659722222222235,0.7073170731707317,19.0,13.0,11.0253,['Carting']
IND000000ACT,IND160002AAC,21,1.75,2.000673348711408,2.117647058823529,2.6666666666666665,0.9666666666666667,30.0,18.0,23.864,['FTL']
IND000000ADM,IND683511AAA,1,1.5454545454545454,4.806060606060606,6.572727272727272,9.58909090909091,1.0,17.0,11.0,10.1465,['Carting']
IND000000ADV,IND600044AAC,18,1.5,1.5749430047530537,1.6666666666666667,1.8721153846153846,0.9027777777777778,18.0,12.0,13.0136,['Carting']
IND000000AEL,IND000000ACB,17,1.5549450549450547,2.085178114849395,2.1666666666666665,3.70227272727273,0.7058823529411765,13.0,10.0,10.824550000000002,['Carting']
IND000000AEM,IND110037AAB,11,1.8571428571428568,3.3809117568018494,2.875,11.6,0.8235294117647058,19.0,10.0,10.6434,['Carting']
IND000000AEM,IND110064AAB,11,1.5555555555555556,2.1762859797426,2.25,3.176470588235295,0.8,14.0,9.0,10.0844,['Carting']
IND000000AET,IND000000AAS,8,2.9761904761904763,3.053000414160479,3.5,4.162745098039215,1.0,42.0,20.0,28.5306,['FTL']
IND000000AFF,IND734203AAA,3,4.842105263157895,4.5964912280701755,4.894736842105264,4.926315789473684,1.0,92.0,19.0,27.8663,['FTL']
IND000000AFG,IND673027AAB,1,1.8255360623781678,1.8255360623781678,1.8864522417154,1.9230019493177393,1.0,41.5,23.0,22.171349999999997,['FTL']
IND000000AFG,IND673632AAA,3,2.176245210727969,2.266016574002055,2.660344827586207,2.9789473684210526,1.0,56.5,23.5,22.898049999999998,['FTL']
IND000000AFJ,IND695121AAA,20,1.0769230769230769,1.0990080752580753,1.2243589743589745,1.3923076923076925,0.275,14.0,13.0,9.37035,['Carting']
IND000000AFJ,IND695572AAB,1,2.333333333333333,2.333333333333333,2.5,2.6,1.0,30.0,13.0,11.389050000000001,['Carting']
IND000000AFR,IND683511AAA,8,1.8,2.205886937136937,2.3636363636363633,3.300699300699301,1.0,20.0,10.5,10.158,['Carting']
IND000000AFT,IND400072AAB,10,2.0,1.9107142857142858,2.020833333333333,2.1666666666666665,0.9,18.0,10.0,10.76935,['Carting']
IND000000AFT,IND400701AAA,1,3.25,3.25,3.458333333333333,3.583333333333333,1.0,28.0,9.0,12.52195,['Carting']
IND000000AFT,IND400706AAA,2,3.511111111111111,3.511111111111111,4.366666666666667,4.88,1.0,56.0,14.0,14.15335,['Carting']
IND000000AFT,IND410206AAA,2,2.333333333333333,3.1684848484848485,2.5,5.636363636363637,0.8,21.0,10.0,9.9465,['Carting']
IND000000AFT,IND410206AAB,1,2.8,2.8,2.9,2.96,1.0,26.0,9.0,10.288499999999999,['Carting']
IND000000AFT,IND410209AAA,40,2.0,2.117018167018167,2.25,2.7557692307692307,0.8589743589743589,22.5,12.0,13.3692,['Carting']
IND000000AFT,IND410210AAA,13,2.75,2.8931900263479213,3.6648351648351647,4.452747252747252,0.8666666666666667,44.0,14.0,16.7368,['Carting']
IND000000AFT,IND421302AAG,15,2.326470588235294,2.9043278211254098,3.1818181818181817,4.925543478260869,0.9285714285714286,24.0,10.5,13.82825,['Carting']
IND110014AAA,IND110024AAA,11,3.1720779220779223,3.06389146567718,3.448051948051948,3.7977272727272724,1.0,25.0,9.5,10.55855,['Carting']
IND110020AAB,IND110037AAM,4,2.4615384615384617,4.294505494505494,5.258333333333334,9.090000000000002,1.0,31.0,12.0,13.4562,['Carting']
IND110024AAA,IND110014AAA,9,1.7738095238095237,2.0692460317460317,2.428571428571429,3.157142857142857,1.0,13.0,7.0,9.57055,['Carting']
IND110030AAD,IND000000ACB,7,1.595959595959596,2.827874653220674,2.4375,7.451748251748251,0.7647058823529411,18.0,10.0,10.1723,['Carting']
IND110035AAC,IND110037AAM,3,1.7857142857142856,1.7626984126984127,2.2,2.3,0.8333333333333334,14.5,10.0,10.950050000000001,['Carting']
IND110037AAK,IND000000ACB,43,1.7142857142857142,2.4742141194907896,2.5,4.44,0.8813559322033898,17.0,9.0,10.147,['Carting']
IND110037AAM,IND000000ACB,12,1.5762962962962963,1.641552589924883,1.7136752136752136,1.9377828054298638,0.875,33.0,24.0,24.9544,['FTL']
IND110037AAM,IND110020AAB,9,2.9,3.8094214119214116,4.409090909090909,5.770909090909094,1.0,39.5,11.5,13.10175,['Carting']
IND110037AAM,IND110024AAA,14,2.5,2.5152703618220857,2.769230769230769,3.0307692307692307,1.0,31.0,13.0,12.8034,['Carting']
IND110037AAM,IND110035AAC,36,1.9090909090909087,2.7736348940574294,2.6515151515151514,5.166666666666667,0.9295774647887324,21.0,11.0,11.46,['Carting']
IND110037AAM,IND110064AAA,2,5.39375,5.39375,6.996874999999999,7.95875,1.0,103.5,18.0,14.17905,['Carting']
IND110037AAM,IND110085AAB,22,1.9,2.2757699155944766,2.3076923076923075,2.840909090909091,0.9555555555555556,24.0,12.0,11.0959,['Carting']
IND110037AAM,IND110092AAC,1,2.0,1.968671679197995,2.321428571428571,2.5142857142857142,1.0,24.0,14.0,14.7271,['Carting']
IND110037AAM,IND121004AAB,46,1.875,2.6328227530782278,2.8,5.20888888888889,0.8686131386861314,19.0,10.0,10.2228,['Carting']
IND110037AAM,IND125001AAA,1,1.75,2.477192023359271,1.8074074074074074,4.02547425474255,1.0,41.0,26.0,24.4148,['FTL']
IND110037AAM,IND131028AAB,1,2.3863636363636367,2.5056818181818183,2.9375,3.7250000000000005,0.75,29.5,14.5,10.79495,['Carting']
IND110037AAM,IND201001AAC,8,1.4375,1.7332388481475702,2.1538461538461537,2.6,0.5517241379310345,21.0,15.0,11.6222,['Carting']
IND110037AAM,IND201007AAA,6,2.116883116883117,2.4042202890371107,2.625,4.137500000000001,0.8333333333333334,30.0,14.5,14.441849999999999,['Carting']
IND110037AAM,IND201301AAD,3,2.833333333333333,4.290957190957191,4.4,9.345454545454544,1.0,34.0,12.0,11.9816,['Carting']
IND110037AAM,IND201301AAF,5,1.9090909090909087,2.1538709438709436,2.480769230769231,2.8,1.0,26.0,13.0,11.9488,['Carting']
IND110037AAM,IND202001AAB,26,1.52,2.071309488944277,2.2389705882352944,3.816363636363636,0.8421052631578947,37.0,21.0,24.5011,['FTL']
IND110037AAM,IND209304AAA,25,1.6,1.9208700863028811,2.1,3.052690166975881,0.9621380846325167,30.0,18.0,25.6392,['FTL']
IND110037AAM,IND226004AAC,1,1.4281045751633987,1.545593292754418,1.5166666666666666,1.7920454545454554,0.95,30.0,21.0,26.113500000000002,['FTL']
IND110037AAM,IND250002AAC,2,1.577777777777778,2.7930021367521367,2.169642857142857,5.579999999999998,0.625,34.5,27.5,27.945800000000002,['FTL']
IND110037AAM,IND282001AAA,4,1.7893772893772892,2.0610352079210923,2.130787037037037,2.2210526315789476,1.0,34.5,18.0,24.826,['FTL']
IND110037AAM,IND282001AAC,1,1.9444444444444446,2.01817384004884,2.3499999999999996,2.592307692307692,1.0,36.0,18.0,25.57625,['FTL']
IND110037AAM,IND282002AAD,1,1.9210526315789473,1.9232676513587892,2.102777777777778,2.1130718954248366,1.0,35.5,18.0,25.64415,['FTL']
IND110037AAM,IND421302AAG,18,1.619047619047619,1.8475216216505228,2.0,2.7752136752136756,0.8660933660933661,33.0,20.0,27.26215,['FTL']
IND110037AAM,IND781018AAB,1,1.7507739938080495,2.2099499474756996,2.1488095238095237,3.179102384291727,0.9411764705882353,36.0,20.0,28.38645,['FTL']
IND110037AAM,IND811399AAA,11,1.894736842105263,4.739158672506749,11.0,11.6,0.6666666666666666,42.0,33.0,28.4909,['FTL']
IND110039AAA,IND110085AAB,3,2.9423076923076925,3.6996003996003997,4.391608391608393,6.792207792207793,0.8333333333333334,35.5,9.0,7.42865,['Carting']
IND110043AAA,IND000000ACB,5,2.3,3.963000415477196,5.025,11.475555555555555,0.7368421052631579,20.0,10.0,11.9341,['Carting']
IND110043AAA,IND110078AAA,33,1.4705882352941178,2.4871715865833512,2.6,4.500000000000002,0.7538461538461538,20.0,15.0,12.1385,['Carting']
IND110043AAC,IND000000ACB,1,1.375,1.4384848484848485,1.4090909090909092,1.6886363636363637,0.8,12.0,10.0,11.5174,['Carting']
IND110044AAB,IND000000ACB,76,1.4409722222222223,1.9174168142675172,2.0,3.2416666666666694,0.7079646017699115,15.0,10.0,10.8996,['Carting']
IND110044AAB,IND110030AAD,30,1.625,2.6930525030525034,3.0,5.700000000000001,0.8333333333333334,14.0,9.0,8.31415,['Carting']
IND110044AAB,IND110037AAM,3,2.0666666666666664,1.9947089947089947,2.1833333333333336,2.35,1.0,22.0,13.0,12.343,['Carting']
IND110044AAB,IND131028AAB,40,1.6547619047619047,2.0549410904973104,2.575,3.525000000000001,0.7676767676767676,16.0,11.0,10.5307,['Carting']
IND110044AAB,IND201007AAA,11,2.375,2.513024250104082,2.7857142857142856,3.466666666666667,1.0,33.0,14.0,12.2134,['Carting']
IND110044AAB,IND201301AAF,12,2.0,3.7687500000000003,3.625,11.6,0.7916666666666666,15.5,7.0,6.8774,['Carting']
IND110052AAA,IND000000ACB,10,1.6,2.0094644654070883,1.9230769230769231,2.571428571428572,0.8524590163934426,18.0,10.0,10.3282,['Carting']
IND110064AAA,IND000000ACB,39,1.3333333333333333,2.501639522772331,1.8333333333333333,8.6683760683761,0.6507177033492823,14.0,10.0,10.7995,['Carting']
IND110064AAA,IND110005AAA,2,2.6538461538461537,2.6538461538461537,2.8269230769230766,2.9307692307692306,1.0,31.5,12.0,11.3041,['Carting']
IND110064AAA,IND110046AAA,1,3.0,3.0,3.0,3.0,1.0,45.0,15.0,13.586200000000002,['Carting']
IND110077AAA,IND110043AAA,1,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.0,20.0,15.0,11.7786,['Carting']
IND110078AAA,IND110043AAA,14,2.35625,3.1528518458665515,3.6909722222222223,5.116666666666668,0.9642857142857143,29.5,11.5,9.8903,['Carting']
IND110083AAA,IND110085AAB,1,3.9714285714285715,3.9714285714285715,5.385714285714286,6.234285714285714,0.5,25.0,9.5,7.987500000000001,['Carting']
IND110085AAB,IND000000ACB,7,1.6923076923076923,2.915473426861936,3.823529411764706,6.2170940170940225,0.813953488372093,19.0,10.0,11.3835,['Carting']
IND110085AAB,IND110039AAA,4,2.0384615384615383,1.8185744810744808,2.144230769230769,2.283333333333333,0.6666666666666666,17.0,12.5,10.4017,['Carting']
IND110085AAB,IND110083AAA,3,4.0,3.711111111111111,4.133333333333333,4.213333333333333,1.0,56.0,15.0,11.9201,['Carting']
IND110085AAB,IND110085AAA,1,2.076923076923077,2.076923076923077,2.076923076923077,2.076923076923077,1.0,27.0,13.0,11.4111,['Carting']
IND110085AAB,IND110087AAA,3,2.0,2.1538461538461537,2.6923076923076925,3.1076923076923078,0.6666666666666666,26.0,13.0,11.7553,['Carting']
IND110092AAC,IND000000ACB,6,1.3333333333333333,2.2781168938874896,1.8571428571428568,4.846153846153846,0.5853658536585366,13.0,11.0,11.6992,['Carting']
IND110092AAC,IND110093AAA,1,3.25,3.25,3.25,3.25,1.0,52.0,16.0,12.8317,['Carting']
IND110093AAA,IND110092AAC,1,3.2222222222222223,3.2222222222222223,3.2222222222222223,3.2222222222222223,1.0,58.0,18.0,15.547,['Carting']
IND110095AAB,IND000000ACB,1,1.3,1.2576030412164865,1.4522058823529411,1.5676470588235294,0.5714285714285714,12.0,12.0,10.0457,['Carting']
IND121001AAA,IND121004AAB,27,2.0,2.5566666666666666,2.6666666666666665,4.720909090909092,0.925,16.0,8.0,10.10575,['Carting']
IND121002AAA,IND121004AAB,1,11.6,11.6,11.6,11.6,1.0,229.0,12.0,11.2338,['Carting']
IND121002AAB,IND000000ACB,29,1.5916666666666668,2.0976680539528254,2.2083333333333335,3.6172727272727307,0.8181818181818182,20.0,12.0,12.46085,['Carting']
IND121004AAA,IND121004AAB,10,2.283333333333333,2.8864213564213563,3.125,4.884444444444449,0.95,17.0,7.5,9.286200000000001,['Carting']
IND121004AAB,IND000000ACB,34,1.6666666666666667,1.9694964612366574,2.1899350649350646,2.6339285714285707,0.9666666666666667,20.0,12.0,12.1234,['Carting']
IND121004AAB,IND110037AAM,37,2.6333333333333333,2.781155612064703,3.333333333333333,4.0,0.990909090909091,20.0,10.0,11.564449999999999,['Carting']
IND121004AAB,IND121001AAA,24,1.7,1.7825311661518557,2.0,2.250909090909091,0.9310344827586207,17.0,10.0,11.0607,['Carting']
IND121004AAB,IND121002AAA,1,2.909090909090909,2.909090909090909,2.909090909090909,2.909090909090909,1.0,32.0,11.0,10.3547,['Carting']
IND121004AAB,IND121004AAA,23,1.75,1.925284679089027,2.107142857142857,2.4523809523809526,0.9782608695652174,10.0,7.0,8.91575,['Carting']
IND121004AAB,IND121004AAC,9,1.95,2.3859567901234566,2.2430555555555554,2.325,1.0,15.0,7.0,8.2863,['Carting']
IND121004AAB,IND121102AAA,41,1.8166666666666667,1.9943665081962956,2.175,3.0,0.8723404255319149,11.0,6.0,9.782350000000001,['Carting']
IND121004AAC,IND121004AAB,6,2.2222222222222223,3.9805555555555556,4.583333333333333,10.790476190476193,0.9166666666666666,13.0,7.0,8.9303,['Carting']
IND121102AAA,IND121004AAB,12,2.0,3.353458930240738,4.295454545454545,7.7,0.9411764705882353,12.0,7.0,9.899,['Carting']
IND122001AAA,IND000000ACB,20,1.3333333333333333,1.7394099504296872,1.5952380952380953,3.0,0.5526315789473685,12.0,11.0,10.737950000000001,['Carting']
IND122001AAA,IND110037AAM,1,3.8666666666666663,3.8666666666666663,3.8666666666666663,3.8666666666666663,1.0,58.0,15.0,13.2356,['Carting']
IND122001AAA,IND122001AAD,3,2.846153846153846,2.500854700854701,3.1653846153846152,3.186153846153846,0.75,32.5,11.5,11.7707,['Carting']
IND122001AAA,IND122050AAA,1,4.65,4.65,5.075,5.33,1.0,68.5,14.0,12.72295,['Carting']
IND122001AAA,IND122101AAC,1,1.6153846153846154,1.6153846153846154,1.8076923076923077,1.9230769230769231,1.0,11.0,8.0,6.83775,['Carting']
IND122001AAD,IND122050AAA,10,2.0,2.1262020057685693,2.55,3.389473684210527,0.8461538461538461,29.0,18.0,14.37,['Carting']
IND122001AAJ,IND507123AAA,13,0.8479020979020979,0.872687531933468,0.9833333333333333,1.0,0.07692307692307693,26.0,28.5,19.756,['FTL']
IND122002AAD,IND122503AAA,2,2.2,2.3392290249433105,2.253968253968254,2.771428571428572,1.0,16.0,6.0,9.8112,['Carting']
IND122004AAA,IND000000ACB,1,1.5454545454545454,1.692929292929293,1.7727272727272727,1.9090909090909092,1.0,17.0,11.0,11.1439,['Carting']
IND122004AAA,IND122413AAE,43,1.5555555555555556,1.9686059028985772,2.0,3.0,0.852760736196319,14.0,9.0,10.0558,['Carting']
IND122503AAA,IND122001AAA,2,1.9444444444444446,2.249965161649944,2.6856884057971016,3.4416666666666664,0.875,18.5,10.5,10.8203,['Carting']
IND123001AAA,IND123401AAB,13,1.75,1.9305933809779963,2.057692307692308,2.8776223776223775,1.0,33.5,18.5,21.42415,['FTL']
IND123401AAB,IND000000ACB,3,1.9230769230769231,2.108523698523699,2.25,2.544,1.0,46.0,25.0,26.222,['FTL']
IND123401AAB,IND123106AAB,10,1.8478260869565217,2.3969760963674007,2.390151515151515,3.325000000000001,0.9666666666666667,34.5,22.0,24.2686,['FTL']
IND124001AAB,IND126102AAA,4,2.0,3.140625,2.6805555555555554,5.672222222222223,1.0,33.0,16.0,22.887,['FTL']
IND124103AAA,IND127021AAA,9,1.5172413793103448,1.6887363417056904,2.158333333333333,2.3625000000000003,0.8518518518518519,37.0,16.0,23.657400000000003,['FTL']
IND124112AAA,IND125001AAA,2,2.6666666666666665,2.9618055555555554,3.386904761904762,4.4375,1.0,36.0,16.0,22.68235,['FTL']
IND124112AAA,IND125005AAA,2,1.8666666666666667,2.2993055555555557,3.0,3.4166666666666665,1.0,25.5,15.5,22.4202,['FTL']
IND124112AAA,IND125033AAA,4,1.7823529411764705,1.7504858961128311,1.8960526315789472,1.9633333333333332,1.0,23.0,13.5,18.14325,['FTL']
IND124141AAA,IND000000ACB,10,1.6954022988505748,2.3546076823649087,2.0335820895522385,4.86,0.868421052631579,45.0,28.0,30.25125,['FTL']
IND124507AAA,IND131028AAB,9,2.025,2.4719573549162766,2.828947368421052,3.6861788617886178,1.0,47.0,23.5,22.67425,['FTL']
IND124507AAA,IND131028AAE,3,2.324675324675325,2.2246648562438036,2.394963144963145,2.742176386913229,1.0,52.5,22.0,21.1871,['FTL']
IND125001AAA,IND000000ACB,10,1.5714285714285714,1.9094843136582833,1.9880952380952381,2.528856624319419,0.7857142857142857,34.5,24.0,23.25205,['FTL']
IND125001AAA,IND110037AAM,11,1.7575757575757576,3.0251448637282765,2.033333333333333,11.6,0.8571428571428571,43.0,30.0,24.0733,['FTL']
IND125001AAA,IND125047AAB,7,1.9423076923076925,2.175829448329448,2.3024999999999998,3.3560000000000016,1.0,39.0,17.5,21.28705,['FTL']
IND125001AAA,IND125051AAA,1,2.6333333333333333,2.48989898989899,2.916666666666667,3.086666666666667,1.0,79.0,30.0,35.885400000000004,['FTL']
